,Age,Gender,Income Quintile,Race and Ethnicity,Region,Affinity,Familiarity,Previously Purchased,Channel: WXP,Channel: RCQ,Channel: MegaNews,Channel: The Springfield Times,Channel: The Springfield Journal,Channel: The Springfield Post,Channel: The Franklin Burgher,Channel: GolfMAX,Channel: Sloth Magazine,Channel: GlitzNGlam,Channel: Cooking with Kevin,Channel: The Coffee Channel
4759,25-54,Male,4,Black,West,Like,Very familiar,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
4760,55-64,Female,5,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
4761,65+,Female,3,Hispanic,Northeast,Dislike,Somewhat familiar,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No
4762,65+,Male,3,Black,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No
4763,55-64,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No
4764,65+,Male,5,Asian,Midwest,Like,Somewhat familiar,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
4765,15-24,Female,1,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
4766,55-64,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No
4767,15-24,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No
4768,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
4769,15-24,Female,4,Asian,Midwest,Dislike,Somewhat familiar,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No
4770,55-64,Female,2,Other,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
4771,25-54,Female,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
4772,25-54,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
4773,25-54,Female,3,Black,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No
4774,15-24,Male,4,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
4775,65+,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
4776,25-54,Male,3,Black,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes
4777,25-54,Female,5,Hispanic,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
4778,25-54,Female,4,Hispanic,West,Neutral,Somewhat familiar,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No
4779,25-54,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
4780,25-54,Male,4,Black,Northeast,Strongly dislike,Very familiar,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No
4781,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
4782,65+,Female,2,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes
4783,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No
4784,25-54,Male,3,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes
4785,25-54,Female,4,Non-Hispanic White,West,Like,Somewhat familiar,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
4786,55-64,Female,1,Hispanic,Midwest,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No
4787,25-54,Female,4,Hispanic,Northeast,Neutral,Somewhat familiar,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No
4788,55-64,Male,2,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
4789,15-24,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
4790,65+,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
4791,25-54,Male,4,Non-Hispanic White,South,Like,Somewhat familiar,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
4792,65+,Male,2,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
4793,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
4794,25-54,Male,1,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes
4795,55-64,Female,2,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
4796,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
4797,55-64,Male,3,Asian,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No
4798,25-54,Male,2,Hispanic,Midwest,Strongly dislike,Somewhat familiar,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No
4799,25-54,Male,2,Hispanic,Northeast,Dislike,Very familiar,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
4800,55-64,Male,5,Non-Hispanic White,South,Like,Somewhat familiar,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
4801,65+,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No
4802,55-64,Male,5,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
4803,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes
4804,55-64,Male,2,Asian,South,Like,Somewhat familiar,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
4805,25-54,Male,3,Asian,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No
4806,25-54,Male,4,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes
4807,25-54,Male,5,Non-Hispanic White,Midwest,Like,Very familiar,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes
4808,25-54,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
4809,55-64,Female,4,Hispanic,West,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
4810,25-54,Male,3,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
4811,25-54,Male,4,Non-Hispanic White,West,Like,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
4812,15-24,Male,1,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
4813,25-54,Female,2,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
4814,25-54,Female,4,Black,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
4815,25-54,Female,2,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
4816,15-24,Female,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No
4817,65+,Male,2,Black,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
4818,15-24,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
4819,65+,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
4820,55-64,Male,5,Hispanic,West,Neutral,Somewhat familiar,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
4821,15-24,Female,5,Hispanic,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
4822,65+,Male,3,Non-Hispanic White,South,Strongly like,Somewhat familiar,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
4823,25-54,Male,2,Black,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
4824,65+,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No
4825,25-54,Male,2,Black,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No
4826,25-54,Male,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
4827,65+,Female,4,Hispanic,South,Neutral,Unfamiliar,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No
4828,25-54,Female,5,Non-Hispanic White,Northeast,Like,Somewhat familiar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
4829,65+,Male,3,Non-Hispanic White,South,Neutral,Somewhat familiar,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
4830,65+,Female,5,Non-Hispanic White,Midwest,Like,Somewhat familiar,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
4831,55-64,Male,5,Hispanic,South,Strongly like,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
4832,25-54,Male,2,Black,Midwest,Neutral,Very familiar,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
4833,25-54,Male,5,Black,Northeast,Like,Very familiar,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
4834,15-24,Female,4,Hispanic,Northeast,Strongly dislike,Very familiar,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
4835,15-24,Male,1,Non-Hispanic White,Midwest,Dislike,Very familiar,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
4836,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No
4837,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No
4838,65+,Male,2,Black,West,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No
4839,25-54,Male,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
4840,65+,Male,1,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No
4841,65+,Male,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
4842,15-24,Male,3,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
4843,25-54,Male,5,Non-Hispanic White,South,Strongly like,Somewhat familiar,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes
4844,25-54,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
4845,25-54,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes
4846,15-24,Female,1,Black,West,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
4847,65+,Male,2,Non-Hispanic White,West,Dislike,Very familiar,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
4848,25-54,Male,2,Asian,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
4849,65+,Male,3,Hispanic,South,Strongly like,Somewhat familiar,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No
4850,65+,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
4851,25-54,Female,1,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No
4852,25-54,Male,1,Non-Hispanic White,Northeast,Dislike,Very familiar,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
4853,55-64,Male,2,Hispanic,West,Dislike,Very familiar,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No
4854,55-64,Male,5,Hispanic,South,Strongly like,Somewhat familiar,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No
4855,15-24,Female,4,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
4856,65+,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
4857,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
4858,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
4859,15-24,Male,4,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
4860,55-64,Male,5,Hispanic,South,Strongly like,Very familiar,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
4861,25-54,Female,3,Hispanic,Midwest,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes
4862,65+,Male,2,Other,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No
4863,25-54,Female,4,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
4864,25-54,Male,3,Non-Hispanic White,West,Neutral,Very familiar,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No
4865,65+,Female,4,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes
4866,25-54,Male,4,Black,Midwest,Dislike,Very familiar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
4867,65+,Male,2,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
4868,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
4869,55-64,Male,5,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No
4870,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
4871,25-54,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
4872,65+,Male,3,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
4873,15-24,Male,5,Hispanic,West,Neutral,Very familiar,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No
4874,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No
4875,25-54,Female,5,Black,Northeast,Dislike,Somewhat familiar,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
4876,25-54,Male,3,Non-Hispanic White,Midwest,Neutral,Very familiar,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
4877,25-54,Female,5,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No
4878,55-64,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No
4879,15-24,Female,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
4880,65+,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
4881,65+,Male,5,Black,Midwest,Neutral,Very familiar,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
4882,55-64,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
4883,65+,Female,5,Black,Midwest,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
4884,25-54,Other,1,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
4885,65+,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
4886,25-54,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No
4887,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
4888,65+,Male,4,Non-Hispanic White,South,Strongly like,Somewhat familiar,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
4889,25-54,Male,4,Hispanic,West,Strongly like,Somewhat familiar,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No
4890,15-24,Female,5,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No
4891,65+,Male,3,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No
4892,55-64,Female,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
4893,25-54,Male,5,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
4894,65+,Male,3,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes
4895,65+,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
4896,25-54,Male,4,Non-Hispanic White,Midwest,Neutral,Very familiar,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No
4897,55-64,Male,5,Non-Hispanic White,Midwest,Strongly like,Somewhat familiar,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
4898,65+,Male,1,Non-Hispanic White,Northeast,Like,Somewhat familiar,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No
4899,25-54,Male,3,Black,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
4900,65+,Female,2,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No
4901,25-54,Male,5,Non-Hispanic White,Midwest,Like,Somewhat familiar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
4902,25-54,Male,5,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No
4903,25-54,Male,3,Non-Hispanic White,West,Neutral,Somewhat familiar,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No
4904,65+,Female,5,Asian,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
4905,25-54,Female,2,Hispanic,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
4906,55-64,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
4907,55-64,Male,2,Black,Midwest,Dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No
4908,65+,Male,3,Black,South,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
4909,55-64,Female,3,Non-Hispanic White,Northeast,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
4910,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
4911,25-54,Female,2,Black,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
4912,25-54,Female,2,Other,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No
4913,25-54,Male,3,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
4914,65+,Male,1,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No
4915,25-54,Male,3,Hispanic,West,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No
4916,25-54,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
4917,15-24,Female,4,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
4918,25-54,Female,5,Non-Hispanic White,Northeast,Neutral,Very familiar,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
4919,25-54,Male,3,Asian,Northeast,Dislike,Very familiar,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
4920,25-54,Male,5,Asian,South,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No
4921,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No
4922,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
4923,65+,Male,2,Asian,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
4924,25-54,Female,3,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No
4925,25-54,Male,1,Black,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
4926,65+,Female,4,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
4927,25-54,Female,1,Other,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes
4928,25-54,Male,3,Hispanic,South,Like,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No
4929,25-54,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
4930,25-54,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
4931,55-64,Female,3,Hispanic,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes
4932,25-54,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes
4933,25-54,Female,2,Asian,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
4934,25-54,Female,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
4935,55-64,Male,2,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No
4936,25-54,Male,1,Hispanic,South,Neutral,Somewhat familiar,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No
4937,55-64,Male,2,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No
4938,25-54,Female,4,Other,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No
4939,55-64,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No
4940,25-54,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
4941,25-54,Male,5,Non-Hispanic White,West,Strongly like,Somewhat familiar,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No
4942,25-54,Female,3,Hispanic,Northeast,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No
4943,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No
4944,65+,Female,1,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes
4945,55-64,Male,3,Hispanic,Midwest,Like,Very familiar,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No
4946,65+,Male,4,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
4947,55-64,Male,1,Other,Midwest,Neutral,Somewhat familiar,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No
4948,15-24,Female,4,Black,West,Dislike,Somewhat familiar,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
4949,65+,Male,5,Hispanic,Midwest,Strongly like,Very familiar,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
4950,25-54,Male,2,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
4951,65+,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
4952,15-24,Female,2,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
4953,65+,Male,3,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
4954,15-24,Male,5,Hispanic,Northeast,Dislike,Very familiar,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No
4955,25-54,Male,2,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
4956,65+,Male,3,Non-Hispanic White,South,Strongly like,Somewhat familiar,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes
4957,25-54,Female,3,Hispanic,West,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No
